item_code,item_description,MOQ,brand
PH UMP 32018 FP,PH UMP 32018 FP,,phoenix mecano
PH UMP 62014 FP,PH UMP 62014 FP,,phoenix mecano
PH UM-WLH WALL BRACKET (56002000),PH UM-WLH WALL BRACKET (56002000),,phoenix mecano
PH WALL BRACKETS RCP/RCPM-WL,PH WALL BRACKETS RCP/RCPM-WL,,phoenix mecano
PRG HINGE PLASTIC 40x40,PRG HINGE PLASTIC 40x40,,phoenix mecano
RK ALLEN BOLT M6x16 WITH WASHER,RK ALLEN BOLT M6x16 WITH WASHER,,phoenix mecano
RK ALUTRON LID ASSLB (BH2119310),RK ALUTRON LID ASSLB (BH2119310),,phoenix mecano
RK ANGLE BRACKET S40 KE4014101,RK ANGLE BRACKET S40 KE4014101,,phoenix mecano
RK ANGLE BRACKET  S40x80 KE4034101,RK ANGLE BRACKET  S40x80 KE4034101,,phoenix mecano
RK ANGLE BRAKET S30(4004101),RK ANGLE BRAKET S30(4004101),,phoenix mecano
RK ANGLE RPOFILE W40-45(4775000),RK ANGLE RPOFILE W40-45(4775000),,phoenix mecano
RK CONNECTING PLATE S40R-M12,RK CONNECTING PLATE S40R-M12,,phoenix mecano
RK CORNER BRACKET SET SR40 4114408,RK CORNER BRACKET SET SR40 4114408,,phoenix mecano
RK CORNER ELEMENT (K4018565),RK CORNER ELEMENT (K4018565),,phoenix mecano
RK CORNER JOINT FR30 KE40100048,RK CORNER JOINT FR30 KE40100048,,phoenix mecano
RK CORNER JOINT FR 60(K2106000),RK CORNER JOINT FR 60(K2106000),,phoenix mecano
RK CORNER JOINT SR 60,RK CORNER JOINT SR 60,,phoenix mecano
RK END CAP 80 (4040421),RK END CAP 80 (4040421),,phoenix mecano
RK END CAP F20  KE01025DAE),RK END CAP F20  KE01025DAE),,phoenix mecano
RK END CAP K-1 (KE2554310),RK END CAP K-1 (KE2554310),,phoenix mecano
RK END CAP KLW-40-30,RK END CAP KLW-40-30,,phoenix mecano
RK END CAP KLW40-45 K4478421,RK END CAP KLW40-45 K4478421,,phoenix mecano
RK END CAP KW 30-45(4428421),RK END CAP KW 30-45(4428421),,phoenix mecano
RK END CAP S-30 KE4000421,RK END CAP S-30 KE4000421,,phoenix mecano
RK END CAP S40 (KE4010421),RK END CAP S40 (KE4010421),,phoenix mecano
RK END CAP S40x80 (4030421),RK END CAP S40x80 (4030421),,phoenix mecano
RK END COVER S40 (4010421),RK END COVER S40 (4010421),,phoenix mecano
RK EXTERNAL HIGES(4015521S-40 R,RK EXTERNAL HIGES(4015521S-40 R,,phoenix mecano
RK EXTERNAL HINGES (KE4015520)S40 L,RK EXTERNAL HINGES (KE4015520)S40 L,,phoenix mecano
RK EXTERNAL HINGES (R-7120730),RK EXTERNAL HINGES (R-7120730),,phoenix mecano
RK FIXATION SET S40 K4016520,RK FIXATION SET S40 K4016520,,phoenix mecano
RK FOOT M12,RK FOOT M12,,phoenix mecano
RK HAMMER HEAD SCREW,RK HAMMER HEAD SCREW,,phoenix mecano
RK HIDDEN BKT S-30(K4006500),RK HIDDEN BKT S-30(K4006500),,phoenix mecano
RK HIDDEN BRACKET 40 (K4016500),RK HIDDEN BRACKET 40 (K4016500),,phoenix mecano
RK HIDDEN BRACKET S30 (K40100049H),RK HIDDEN BRACKET S30 (K40100049H),,phoenix mecano
RK HIDDEN BRAKET S40x80-2,RK HIDDEN BRAKET S40x80-2,,phoenix mecano
RK HINGE LEFT ALUMINIUM S40 (4015520),RK HINGE LEFT ALUMINIUM S40 (4015520),,phoenix mecano
RK H-JOINING BRACKET S40(K40100008),RK H-JOINING BRACKET S40(K40100008),,phoenix mecano
RK MAGAMAT MBZ  40334  150-6000,RK MAGAMAT MBZ  40334  150-6000,,phoenix mecano
RK MITER JOINT W-1-S40  (4016504),RK MITER JOINT W-1-S40  (4016504),,phoenix mecano
RK PHARMA COVER PROFILE  K1621510,RK PHARMA COVER PROFILE  K1621510,,phoenix mecano
RK PLASTIC CAP FOR ANGLE BKT S40,RK PLASTIC CAP FOR ANGLE BKT S40,,phoenix mecano
RK PLASTIC CAP K4008101,RK PLASTIC CAP K4008101,,phoenix mecano
RK PLASTIC HINGES 40X40 (K4008514),RK PLASTIC HINGES 40X40 (K4008514),,phoenix mecano
RK PROFILE ALU. F20x40 (F),RK PROFILE ALU. F20x40 (F),,phoenix mecano
RK PROFILE ALU. ROUND FR30 (F),RK PROFILE ALU. ROUND FR30 (F),,phoenix mecano
RK PROFILE F 20x20 (KE01000BBA),RK PROFILE F 20x20 (KE01000BBA),,phoenix mecano
RK PROFILE F30x60 ALU.  K4305000,RK PROFILE F30x60 ALU.  K4305000,,phoenix mecano
RK PROFILE FR 60x60 (K7106030),RK PROFILE FR 60x60 (K7106030),,phoenix mecano
RK PROFILE SR 60(7106010),RK PROFILE SR 60(7106010),,phoenix mecano
RK PROFILE W30-45(4735000),RK PROFILE W30-45(4735000),,phoenix mecano
RK PROFILE W40-30(4765000),RK PROFILE W40-30(4765000),,phoenix mecano
RK SLIDING ELEMENT 4018644,RK SLIDING ELEMENT 4018644,,phoenix mecano
RK SLOT STONE FM5 -S30 4006711,RK SLOT STONE FM5 -S30 4006711,,phoenix mecano
RK SLOT STONE FM6-30 4006712,RK SLOT STONE FM6-30 4006712,,phoenix mecano
RK SLOT STONE FM6  S40 4006714,RK SLOT STONE FM6  S40 4006714,,phoenix mecano
RK SLOT STONE NM5-30(4006201),RK SLOT STONE NM5-30(4006201),,phoenix mecano
RK SLOT STONE NM6-40(4026203),RK SLOT STONE NM6-40(4026203),,phoenix mecano
RK SLOT STONE NM8-S40 KE4026206,RK SLOT STONE NM8-S40 KE4026206,,phoenix mecano
RK SLOT STONE PL M4  KE00038CEH,RK SLOT STONE PL M4  KE00038CEH,,phoenix mecano
RK SLOT STONE RM6-40 (KE4026221),RK SLOT STONE RM6-40 (KE4026221),,phoenix mecano
RK SLOT STONE RM8-40(KE4026222),RK SLOT STONE RM8-40(KE4026222),,phoenix mecano
RK THREAD INSERT FOR S40 (4016306),RK THREAD INSERT FOR S40 (4016306),,phoenix mecano
RK T NUT M6 (KE11100268),RK T NUT M6 (KE11100268),,phoenix mecano
